S_USAFire_FireshedReg_FireshedOBJECTID,S_USAFire_FireshedReg_FireshedAREA_HA,S_USAFire_FireshedReg_FireshedFIRESHED_ID,S_USAFire_FireshedReg_FireshedFIRESHED_NAME,S_USAFire_FireshedReg_FireshedFIRESHED_CODE,S_USAFire_FireshedReg_FireshedFIRESHED_STATE,S_USAFire_FireshedReg_FireshedNOPAS,S_USAFire_FireshedReg_Fireshed_ExpOBJECTID,S_USAFire_FireshedReg_Fireshed_ExpFSHED_ID,S_USAFire_FireshedReg_Fireshed_ExpEXP_TOTAL,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONCONIFER_HIHAZ,S_USAFire_FireshedReg_Fireshed_ExpDIST_VS,S_USAFire_FireshedReg_Fireshed_ExpCRISIS_STRATEGY,S_USAFire_FireshedReg_Fireshed_ExpKEY_PERFORMANCE_INDICATOR,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpSTART_DATE,S_USAFire_FireshedReg_Fireshed_ExpEND_DATE
73,98561,73,"Hoquiam, Washington",hoquiam_wa,WA,9,7761,73,0.01731697,1.421e-05,0.01730276,,0.0007188,1.421e-05,0.01658396,1.421e-05,0.01012073,,0.00718202,1.421e-05,0.01012044,1.421e-05,0.00968598,1.421e-05,0.00968598,,2021,,,1684,4153,218,268,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
74,185808,74,"Ford, Montana",ford_mt,MT,18,7762,74,0.98111877,0.52213188,0.45898689,0.1570552,0.16845571,0.3650767,0.29053118,0.43725323,0.32426931,0.08487867,0.13471756,0.43681488,0.32392219,0.29963105,0.24960298,0.2991927,0.24929232,0.0031372,2021,,,494,1625,71,91,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
75,117690,75,"Berne, Washington",berne_wa,WA,11,7763,75,2.31971153,2.25407442,0.06563712,1.23527098,,1.01880342,0.06563712,1.98045173,0.06323518,0.27362269,0.00240194,1.98045173,0.06323518,0.98957291,0.06323518,0.98957291,0.06323518,0.00157155,2021,,,259,1179,41,83,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
76,109992,76,"Keller, Washington",keller_wa,WA,11,7764,76,4.93868367,,4.93868367,,,,4.93868367,,3.29320513,,1.64547854,,3.29320513,,3.29320513,,3.29320513,0.58548654,2021,,,,580,,47,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
77,104743,77,"Stonehill, Montana",stonehill_mt,MT,10,7765,77,0.4348455,0.41660965,0.01823588,0.0379547,,0.37865493,0.01823588,0.40373175,0.01127548,0.01287792,0.00696039,0.40373175,0.01127548,0.36577702,0.01127548,0.36577702,0.01127548,0.00117355,2021,,,433,1896,65,106,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
78,122472,78,"Babb, Montana",babb_mt,MT,12,7766,78,1.35635933,,1.35635933,,0.09607657,,1.26028276,,0.89485793,,0.4615014,,0.88086515,,0.81392218,,0.80141014,0.00288611,2021,,,,1348,,77,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
79,117573,79,"Chelan, Washington",chelan_wa,WA,11,7767,79,35.60469798,12.03368264,23.57101534,3.14499182,1.8819298,8.88869083,21.68908554,1.98922914,1.86452066,10.0444535,21.70649468,1.98922914,1.86452066,1.07860361,1.8523584,1.07860361,1.8523584,2.03891089,2021,,,245,638,39,53,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
80,95528,80,"Big Sky Colony, Montana",big_sky_colony_mt,MT,9,7768,80,0.12451968,,0.12451968,,,,0.12451968,,,,0.12451968,,,,,,,,2021,,,,5218,,322,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
81,66601,81,"Troy, Montana",troy_mt,MT,7,7769,81,4.45444189,2.26770405,2.18673785,0.69380102,,1.57390302,2.18673785,2.12071812,1.56793275,0.14698591,0.6188051,2.12071812,1.56793275,1.49678889,1.56793275,1.49678889,1.56793275,0.09026105,2021,,,203,623,32,38,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
82,79782,82,"Aberdeen, Washington",aberdeen_wa,WA,8,7770,82,0.05300606,,0.05300606,,0.00125583,,0.05175022,,0.02967293,,0.02333313,,0.02967293,,0.02963652,,0.02963652,,2021,,,,3646,,236,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
83,101710,83,"Glendale Colony, Montana",glendale_colony_mt,MT,10,7771,83,0.12211994,,0.12211994,,,,0.12211994,,,,0.12211994,,,,,,,,2021,,,,5219,,323,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
84,83514,84,"Tacoma, Washington",tacoma_wa,WA,11,7772,84,0.18909247,,0.18909247,,0.00084033,,0.18825214,,0.09355027,,0.0955422,,0.05005799,,0.09301422,,0.05005799,,2021,,,,2925,,197,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
85,116523,85,"Big Mountain Trailer Park, Montana",big_mountain_trailer_park_mt,MT,12,7773,85,5.96169979,1.47582619,4.48587359,0.01023044,0.0001725,1.46559574,4.48570109,1.45738189,3.80939792,0.0184443,0.67647567,1.45259599,3.752715,1.44715144,3.80939792,1.44236554,3.752715,0.09265928,2021,,,210,401,33,25,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
86,83164,86,"Elma, Washington",elma_wa,WA,8,7774,86,0.12154467,,0.12154466,,0.00160874,,0.11993592,,0.06075974,,0.06078493,,0.06075974,,0.06075974,,0.06075974,,2021,,,,3226,,212,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
87,90279,87,"Gold Butte, Montana",gold_butte_mt,MT,9,7775,87,0.01001957,,0.01001957,,0,,0.01001957,,0,,0.01001957,,0,,0,,0,,2021,,,,5220,,324,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
88,94828,88,"Libby, Montana",libby_mt,MT,9,7776,88,9.95223571,6.20299216,3.74924355,1.33181936,,4.8711728,3.74924355,6.05918366,2.05549337,0.1438085,1.69375018,6.05918366,2.05549337,4.81516184,2.05549337,4.81516184,2.05549337,0.46844524,2021,USFS-Only,,92,317,10,17,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
89,106842,89,"Kent, Washington",kent_wa,WA,10,7777,89,0.63576704,,0.63576703,,0.01127871,,0.62448832,,0.23998947,,0.39577757,,0.23998947,,0.22919063,,0.22919063,,2021,,,,2274,,154,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
90,91212,90,"Bagley Junction, Washington",bagley_junction_wa,WA,9,7778,90,0.23767965,0.05157905,0.18610061,0.00796685,0.13337325,0.04361219,0.05272736,0.04814062,0.17770573,0.00343842,0.00839488,0.04814062,0.17770573,0.04099371,0.04668192,0.04099371,0.04668192,1.743e-05,2021,,,961,2966,138,199,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
91,111974,91,"Hartline, Washington",hartline_wa,WA,11,7779,91,3.63430135,,3.63430135,,,,3.63430135,,,,3.63430135,,,,,,,0.06517515,2021,,,,5221,,324,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
92,100194,92,"Altyn, Montana",altyn_mt,MT,10,7780,92,0.17996316,,0.17996316,,0.17841802,,0.00154514,,0.15765254,,0.02231061,,0.15765254,,0.00154514,,0.00154514,,2021,,,,4643,,270,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
93,123755,93,"Mansfield, Washington",mansfield_wa,WA,13,7781,93,2.23643444,,2.23643444,,0.12570056,,2.11073388,,,,2.23643444,,,,,,,0.00026648,2021,,,,5222,,325,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
94,99494,94,"Olympia, Washington",olympia_wa,WA,14,7782,94,0.26853497,,0.26853497,,0.00310954,,0.26542543,,0.10114738,,0.1673876,,0.09085362,,0.0999564,,0.08968806,,2021,,,,2878,,195,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
95,112674,95,"Sandpoint, Idaho",sandpoint_id,ID,11,7783,95,2.95784398,0.23426767,2.72357631,0.04058449,0.00080569,0.19368318,2.72277061,0.22927167,1.94473712,0.004996,0.77883919,0.22927167,1.94473712,0.18917403,1.94473712,0.18917403,1.94473712,0.00120698,2021,,,606,774,86,44,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
96,122589,96,"Columbia Falls, Montana",columbia_falls_mt,MT,12,7784,96,10.44392792,5.34606926,5.09785864,1.3964785,1.39388127,3.94959078,3.70397737,5.17318184,4.31953096,0.17288745,0.77832768,5.15218187,4.31395568,3.82876193,3.37928429,3.80847314,3.37509516,0.01474993,2021,USFS-Only,,106,300,14,16,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
97,140901,97,"Sunburst, Montana",sunburst_mt,MT,14,7785,97,0.27402002,,0.27402002,,1.029e-05,,0.27400973,,,,0.27402002,,,,,,,,2021,,,,5223,,325,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
98,112674,98,"Camas, Washington",camas_wa,WA,11,7786,98,26.23693163,,26.23693162,,0.30161674,,25.93531489,,17.59815379,,8.63877783,,17.56697244,,17.57106058,,17.53987923,2.1720421,2021,All-Lands,,,124,,10,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
99,82348,99,"Cabin Creek, Washington",cabin_creek_wa,WA,8,7787,99,3.69018452,1.97615539,1.71402911,1.18684639,0.07535521,0.78930901,1.6386739,1.72894821,1.32877695,0.24720718,0.38525216,1.72894821,1.32877695,0.59993867,1.25574717,0.59993867,1.25574717,0.28573421,2021,,,347,853,62,67,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
100,114657,100,"Clark Fork, Idaho",clark_fork_id,ID,11,7788,100,2.23064807,1.30379329,0.92685476,0.47307947,0.01213207,0.83071386,0.9147227,1.27920142,0.65858986,0.02459187,0.2682649,1.2791789,0.65858986,0.82051565,0.65856056,0.82049312,0.65856056,0.00524984,2021,,,284,962,44,57,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
101,114307,101,"Wilbur, Washington",wilbur_wa,WA,11,7789,101,9.63510658,,9.63510658,,0.02651019,,9.60859638,,0.00751495,,9.62759163,,0.00751495,,0.00690109,,0.00690109,0.0366452,2021,,,,4250,,272,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
102,78615,102,"Leavenworth, Washington",leavenworth_wa,WA,8,7790,102,47.37063135,33.33797384,14.03265752,16.79382056,0.18215232,16.54415325,13.8505052,22.53399078,7.68790577,10.80398304,6.34475175,22.53399078,7.68790577,12.91152098,7.52252364,12.91152098,7.52252364,2.34408871,2021,All-Lands,,26,93,4,8,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
103,115707,103,"Newport, Washington",newport_wa,WA,11,7791,103,3.72438645,0.1376552,3.58673125,,0.00118363,0.1376552,3.58554762,0.13656215,2.98325864,0.00109304,0.60347261,0.13656215,2.98295861,0.13656215,2.98325864,0.13656215,2.98295861,,2021,,,697,609,110,49,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
104,109758,104,"Enterprise, Washington",enterprise_wa,WA,10,7792,104,14.15414843,,14.15414843,,,,14.15414843,,3.0963783,,11.05777014,,3.0963783,,3.0963783,,3.0963783,1.2668613,2021,,,,616,,50,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
105,114307,105,"Hill, Montana",hill_mt,MT,11,7793,105,0.00234,,0.00234,,0.00011959,,0.00222041,,5.59e-06,,0.00233441,,5.59e-06,,5.59e-06,,5.59e-06,,2021,,,,5174,,320,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
106,87363,106,"Deer Park, Washington",deer_park_wa,WA,9,7794,106,9.97629765,0.00974379,9.96655385,,0.31819219,0.00974379,9.64836167,0.00974379,7.10213049,,2.86442337,0.00974379,7.10213049,0.00974379,6.78441027,0.00974379,6.78441027,0.14762675,2021,,,1218,320,163,27,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
107,75933,107,"Adrian, Washington",adrian_wa,WA,7,7795,107,3.17039384,,3.17039384,,0.00343952,,3.16695433,,,,3.17039384,,,,,,,1.58e-05,2021,,,,5224,,326,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
108,128071,108,"Wenatchee, Washington",wenatchee_wa,WA,12,7796,108,67.3990263,21.54362537,45.85540093,0.31354765,2.53275499,21.23007773,43.32264594,11.64414092,9.71849963,9.89948445,36.1369013,11.64414092,9.71849963,11.3480835,8.92899841,11.3480835,8.92899841,5.10234059,2021,All-Lands,,33,95,5,9,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
109,105559,109,"Cut Bank, Montana",cut_bank_mt,MT,10,7797,109,0.72885886,,0.72885886,,,,0.72885886,,,,0.72885886,,,,,,,,2021,,,,5225,,326,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
110,149882,110,"Jennings, Montana",jennings_mt,MT,14,7798,110,0.32891468,0.16938018,0.15953448,0.00655869,0.01189143,0.16282149,0.14764306,0.13391668,0.10160387,0.03546351,0.05793061,0.13378265,0.10160176,0.13093352,0.10044009,0.13079949,0.10043799,0.00566774,2021,,,708,2256,100,126,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
111,117340,111,"Browning, Montana",browning_mt,MT,12,7799,111,2.900492,,2.900492,,0.03342281,,2.86706919,,0.27626863,,2.62422337,,0.19742818,,0.25748325,,0.18048806,0.00165675,2021,,,,2180,,120,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
112,101127,112,"Ocean Shores, Washington",ocean_shores_wa,WA,10,7800,112,0.00404532,,0.00404532,,7.414e-05,,0.00397118,,0.00188256,,0.00216276,,0.00188141,,0.00187384,,0.00187381,,2021,,,,4592,,289,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
113,119789,113,"Alma, Montana",alma_mt,MT,11,7801,113,0.01115019,,0.01115019,,,,0.01115019,,,,0.01115019,,,,,,,,2021,,,,5226,,327,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
114,120372,114,"Saint Johns, Montana",saint_johns_mt,MT,12,7802,114,0.05306875,,0.05306875,,0.00014065,,0.0529281,,,,0.05306875,,,,,,,,2021,,,,5227,,328,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
115,74300,115,"McCarteney, Washington",mccarteney_wa,WA,7,7803,115,4.29795843,,4.29795842,,0.77235673,,3.5256017,,,,4.29795842,,,,,,,0.01132355,2021,,,,5228,,327,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
116,80132,116,"Greenwater, Washington",greenwater_wa,WA,8,7804,116,0.1573165,0.03768173,0.11963476,0.00259001,0.01037863,0.03509172,0.10925613,0.03768173,0.10997414,0,0.00966062,0.03768173,0.10997414,0.03509172,0.09966187,0.03509172,0.09966187,2.108e-05,2021,,,986,2654,140,180,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
117,111041,117,"East End Colony, Montana",east_end_colony_mt,MT,10,7805,117,0.16192962,,0.16192962,,0,,0.16192962,,,,0.16192962,,,,,,,,2021,,,,5229,,329,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
118,144984,118,"Yelm, Washington",yelm_wa,WA,13,7806,118,0.38489648,,0.38489648,,0.00091846,,0.38397802,,0.10373272,,0.28116376,,0.10373272,,0.10326611,,0.10326611,,2021,,,,2859,,192,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
119,74883,119,"Airway Heights, Washington",airway_heights_wa,WA,8,7807,119,22.70286391,,22.70286391,,,,22.70286391,,3.72606861,,18.9767953,,3.72606861,,3.72606861,,3.72606861,1.44143625,2021,,,,527,,39,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
120,90396,120,"Dunkirk, Montana",dunkirk_mt,MT,9,7808,120,0.03926873,,0.03926873,,,,0.03926873,,,,0.03926873,,,,,,,,2021,,,,5230,,330,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
121,108009,121,"Cle Elum, Washington",cle_elum_wa,WA,10,7809,121,77.8866649,16.43248548,61.45417942,2.56153634,2.58700419,13.87094913,58.86717524,16.16078542,26.96342923,0.27170006,34.4907502,16.16078542,26.93911493,13.60687497,25.50715472,13.60687497,25.48284042,20.58771201,2021,All-Lands,,23,41,3,4,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
122,111391,122,"Cherry Ridge, Montana",cherry_ridge_mt,MT,11,7810,122,0.05544328,,0.05544328,,0,,0.05544328,,,,0.05544328,,,,,,,,2021,,,,5231,,331,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
123,113374,123,"Coulee City, Washington",coulee_city_wa,WA,11,7811,123,7.95127105,,7.95127105,,0.19319346,,7.75807759,,,,7.95127105,,,,,,,0.04909723,2021,,,,5232,,328,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
124,111041,124,"Cabinet, Idaho",cabinet_id,ID,11,7812,124,3.54906353,2.15714751,1.39191602,1.05626923,0.00341071,1.10087828,1.38850531,2.12085766,0.9468965,0.03628987,0.44501952,2.12085766,0.9468965,1.09041737,0.94463831,1.09041737,0.94463831,0.02428047,2021,,,243,803,38,47,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
125,92262,125,"Caldwell, Montana",caldwell_mt,MT,9,7813,125,0.09495,,0.09495,,,,0.09495,,,,0.09495,,,,,,,,2021,,,,5233,,332,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
126,108242,126,"Hayden, Idaho",hayden_id,ID,10,7814,126,2.56557417,0.16907627,2.3964979,,0.03332975,0.16907627,2.36316815,0.16840366,1.63909135,0.00067262,0.75740655,0.16840366,1.63815368,0.16840366,1.60576161,0.16840366,1.60482394,,2021,,,642,870,92,50,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
127,91212,127,"Loring Colony, Montana",loring_colony_mt,MT,9,7815,127,0.07925339,,0.07925339,,0,,0.07925339,,,,0.07925339,,,,,,,,2021,,,,5234,,333,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
128,95995,128,"Hingham, Montana",hingham_mt,MT,9,7816,128,0.04143879,,0.04143879,,,,0.04143879,,,,0.04143879,,,,,,,,2021,,,,5235,,334,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
129,94478,129,"Cougar Valley, Washington",cougar_valley_wa,WA,9,7817,129,1.96134301,1.5025471,0.45879592,0.74650486,0.09138448,0.75604225,0.36741143,1.46423879,0.26791765,0.03830831,0.19087826,1.46423879,0.26791765,0.72735993,0.17680988,0.72735993,0.17680988,0.16720507,2021,,,307,1278,51,92,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
130,110691,130,"Manicke, Montana",manicke_mt,MT,11,7818,130,0.94786118,0.64889705,0.29896412,0.38780918,,0.2610879,0.29896412,0.62846282,0.11193165,0.02043423,0.18703247,0.62846282,0.11193165,0.25528493,0.11193165,0.25528493,0.11193165,0.0127914,2021,,,538,1915,77,107,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
131,106376,131,"Eagle Creek Colony, Montana",eagle_creek_colony_mt,MT,10,7819,131,0.01792048,,0.01792048,,,,0.01792048,,,,0.01792048,,,,,,,,2021,,,,5236,,335,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
132,136352,132,"Centralia, Washington",centralia_wa,WA,13,7820,132,0.153062,,0.153062,,0.00441174,,0.14865026,,0.05111583,,0.10194618,,0.05111583,,0.05087699,,0.05087699,,2021,,,,3340,,220,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
133,96578,133,"Reardan, Washington",reardan_wa,WA,9,7821,133,5.80367716,,5.80367716,,0.02693551,,5.77674164,,0.17675878,,5.62691838,,0.17675878,,0.16793873,,0.16793873,0.27218367,2021,,,,2503,,167,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
134,113607,134,"Hogeland, Montana",hogeland_mt,MT,11,7822,134,0.07054965,,0.07054965,,,,0.07054965,,,,0.07054965,,,,,,,,2021,,,,5237,,336,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
135,125738,135,"Kalispell, Montana",kalispell_mt,MT,12,7823,135,36.829339,7.92281802,28.90652099,4.93870519,0.17551732,2.98411282,28.73100367,7.78585799,17.49091293,0.13696002,11.41560806,7.78451827,17.43899531,2.89716445,17.40838807,2.89582473,17.35647045,0.24911735,2021,All-Lands,,131,94,20,3,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
136,94945,136,"Spokane Valley, Washington",spokane_valley_wa,WA,9,7824,136,2.36940194,0.00037471,2.36902723,,0.01025957,0.00037471,2.35876766,,1.42599399,0.00037471,0.94303324,,1.42599399,,1.42528576,,1.42528576,0.00011261,2021,,,,986,,76,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
137,80482,137,"Brooklyn, Washington",brooklyn_wa,WA,8,7825,137,0.00828672,,0.00828672,,,,0.00828672,,0.00535228,,0.00293443,,0.00535228,,0.00535228,,0.00535228,,2021,,,,4326,,278,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
138,126438,138,"Three Forks, Montana",three_forks_mt,MT,12,7826,138,4.50893866,1.67535895,2.83357971,1.1945358,2.43030945,0.48082315,0.40327026,1.55572755,2.5746416,0.11963139,0.25893812,1.55189323,2.48737233,0.40259626,0.33673662,0.39973932,0.26028184,0.01234269,2021,,,413,1414,60,83,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
139,81881,139,"Dutch Settlement, Washington",dutch_settlement_wa,WA,8,7827,139,20.09561461,11.96846102,8.12715359,4.99418986,1.14846629,6.97427114,6.97868729,11.18914822,4.36252569,0.77931281,3.7646279,11.18914822,4.36252569,6.54957521,3.50333272,6.54957521,3.50333272,1.31492509,2021,USFS-Only,,71,224,8,20,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
140,74883,140,"Valier, Montana",valier_mt,MT,7,7828,140,0.15792665,,0.15792665,,,,0.15792665,,,,0.15792665,,,,,,,,2021,,,,5238,,337,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
141,86547,141,"Thoeny, Montana",thoeny_mt,MT,9,7829,141,0.00905,,0.00905,,0,,0.00905,,,,0.00905,,,,,,,,2021,,,,5239,,338,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
142,99960,142,"Kila, Montana",kila_mt,MT,10,7830,142,5.71000104,0.51750304,5.19249801,,0.07047188,0.51750304,5.12202613,0.5156006,3.11204061,0.00190244,2.0804574,0.51508068,3.10183345,0.5156006,3.09342108,0.51508068,3.08321392,0.0348119,2021,,,365,544,54,31,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
143,95412,143,"Greve, Montana",greve_mt,MT,9,7831,143,0.04785956,,0.04785956,,,,0.04785956,,,,0.04785956,,,,,,,,2021,,,,5240,,339,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
144,115124,144,"Ashford, Washington",ashford_wa,WA,11,7832,144,0.22073846,0.05676904,0.16396942,0.00153941,0.03886685,0.05522962,0.12510257,0.05676733,0.13701864,1.71e-06,0.02695078,0.05676733,0.1364844,0.05522962,0.10354311,0.05522962,0.10300887,,2021,,,894,2551,132,171,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
145,146500,145,"Heart Butte, Montana",heart_butte_mt,MT,14,7833,145,1.38591549,0.06633462,1.31958087,0.06376604,0.00389822,0.00256858,1.31568265,0.03116455,0.2331538,0.03517006,1.08642708,0.03116455,0.07148811,,0.2331538,,0.07148811,,2021,,,,2247,,125,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
146,67418,146,"Chester, Montana",chester_mt,MT,7,7834,146,0.03682927,,0.03682928,,,,0.03682928,,,,0.03682928,,,,,,,,2021,,,,5241,,340,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
147,107892,147,"Davenport, Washington",davenport_wa,WA,11,7835,147,2.61827943,,2.61827943,,0.00196747,,2.61631196,,,,2.61827943,,,,,,,0.07574361,2021,,,,5242,,329,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
148,79548,148,"Pe Ell, Washington",pe_ell_wa,WA,7,7836,148,0.00147015,,0.00147015,,2.9e-07,,0.00146986,,0.00089578,,0.00057437,,0.00089578,,0.00089578,,0.00089578,,2021,,,,4757,,301,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
149,174377,149,"Cedar Creek, Idaho",cedar_creek_id,ID,17,7837,149,0.131364,0.12128792,0.01007608,0.05678422,,0.06450369,0.01007608,0.12114028,0.00865271,0.00014764,0.00142337,0.12114028,0.00865271,0.06446923,0.00865271,0.06446923,0.00865271,,2021,,,860,3100,117,172,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
150,69867,150,"Happys Inn, Montana",happys_inn_mt,MT,7,7838,150,0.6189449,0.0526529,0.566292,,0.00027333,0.0526529,0.56601867,0.05171666,0.34526537,0.00093624,0.22102663,0.05171666,0.34448513,0.05171666,0.34526537,0.05171666,0.34448513,0.00761209,2021,,,908,1847,122,103,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
151,114191,151,"Odessa, Washington",odessa_wa,WA,11,7839,151,3.55048614,,3.55048614,,,,3.55048614,,,,3.55048614,,,,,,,,2021,,,,5243,,330,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
152,69867,152,"Long Beach, Washington",long_beach_wa,WA,8,7840,152,0.00031022,,0.00031022,,9.308e-05,,0.00021715,,0.00030324,,6.99e-06,,0.00030324,,0.00021016,,0.00021016,,2021,,,,4968,,308,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
153,114657,153,"Shelby, Montana",shelby_mt,MT,11,7841,153,0.37597566,,0.37597566,,,,0.37597566,,,,0.37597566,,,,,,,,2021,,,,5244,,341,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
154,99494,154,"Quincy, Washington",quincy_wa,WA,10,7842,154,5.86165102,,5.86165102,,1.37020778,,4.49144324,,0.07175794,,5.78989308,,0.07175794,,0.01576463,,0.01576463,0.01334619,2021,,,,3944,,252,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
155,101477,155,"Canyon Creek Boat Landing, Montana",canyon_creek_boat_landing_mt,MT,10,7843,155,1.74598549,1.74335017,0.00263532,1.46320912,0.0001398,0.28014106,0.00249552,1.63398322,0.0018392,0.10936693,0.00079609,1.63318346,0.0018392,0.26621818,0.00169937,0.26541841,0.00169937,,2021,,,525,2161,76,118,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
